time,temperature,T_ref,control,error,gP,gH,gS
13.5,6.650978093578381,0.55,0.0,-6.100978093578381,-1.0,-1.0,1.0
13.600000000000001,6.566450273509344,0.55,0.0,-6.016450273509344,0.0,0.0,0.0
13.700000000000001,6.499335853157351,0.55,0.0,-5.9493358531573515,0.0,0.0,0.0
13.8,6.440740768914668,0.55,0.0,-5.890740768914668,-1.0,-1.0,1.0
13.9,6.396589443889904,0.55,0.0,-5.846589443889904,0.0,0.0,0.0
14.0,6.363762720138809,0.55,0.0,-5.81376272013881,0.0,0.0,0.0
14.100000000000001,6.307542444269497,0.55,0.0,-5.757542444269498,-1.0,-1.0,1.0
14.200000000000001,6.240024588075983,0.55,0.0,-5.690024588075983,0.0,0.0,0.0
14.3,6.164374534978509,0.55,0.0,-5.614374534978509,0.0,0.0,0.0
14.4,6.116411555937902,0.55,0.0,-5.566411555937902,-1.0,-1.0,1.0
14.5,6.059981233411224,0.55,0.0,-5.509981233411224,0.0,0.0,0.0
14.600000000000001,6.010278888541089,0.55,0.0,-5.460278888541089,0.0,0.0,0.0
14.700000000000001,5.961033160245133,0.55,0.0,-5.411033160245133,-1.0,-1.0,1.0
14.8,5.918902233585487,0.55,0.0,-5.368902233585487,0.0,0.0,0.0
14.9,5.89089376763739,0.55,0.0,-5.34089376763739,0.0,0.0,0.0
15.0,5.855161974059011,0.55,0.0,-5.305161974059011,-1.0,-1.0,1.0
15.100000000000001,5.818016006572231,0.55,0.0,-5.268016006572231,0.0,0.0,0.0
15.200000000000001,5.773911480139387,0.55,0.0,-5.223911480139387,0.0,0.0,0.0
15.3,5.725567664924011,0.55,0.0,-5.175567664924011,-1.0,-1.0,1.0
15.4,5.69146535575483,0.55,0.0,-5.14146535575483,0.0,0.0,0.0
15.5,5.663351489412236,0.55,0.0,-5.113351489412236,0.0,0.0,0.0
15.600000000000001,5.654825877154662,0.55,0.0,-5.104825877154662,-1.0,-1.0,0.0
15.700000000000001,5.630339509992303,0.55,0.0,-5.080339509992303,0.0,0.0,0.0
15.8,5.61557200694384,0.55,0.0,-5.065572006943841,0.0,0.0,0.0
15.9,5.586704372422117,0.55,0.0,-5.036704372422117,-1.0,-1.0,1.0
16.0,5.552388147370543,0.55,0.0,-5.002388147370543,0.0,0.0,0.0
16.1,5.521943814405543,0.55,0.0,-4.9719438144055434,0.0,0.0,0.0
16.2,5.495383176056905,0.55,0.0,-4.945383176056906,-1.0,-1.0,1.0
16.3,5.498654873295868,0.55,0.0,-4.948654873295868,0.0,0.0,0.0
16.400000000000002,5.472268443861031,0.55,0.0,-4.922268443861031,0.0,0.0,0.0
16.5,5.46376765460471,0.55,0.0,-4.91376765460471,-1.0,-1.0,0.0
16.6,5.438267289914384,0.55,0.0,-4.888267289914384,0.0,0.0,0.0
16.7,5.43235559459506,0.55,0.0,-4.88235559459506,0.0,0.0,0.0
16.8,5.421265995590952,0.55,0.0,-4.871265995590952,-1.0,-1.0,0.0
16.900000000000002,5.40530135407469,0.55,0.0,-4.85530135407469,0.0,0.0,0.0
17.0,5.391274071028043,0.55,0.0,-4.841274071028043,0.0,0.0,0.0
17.1,5.371790654955333,0.55,0.0,-4.8217906549553335,-1.0,-1.0,0.0
17.2,5.364266055266296,0.55,0.0,-4.814266055266296,0.0,0.0,0.0
17.3,5.348097877816267,0.55,0.0,-4.798097877816267,0.0,0.0,0.0
17.400000000000002,5.325012008850985,0.55,0.0,-4.775012008850985,-1.0,-1.0,0.0
17.5,5.302528732895517,0.55,0.0,-4.7525287328955175,0.0,0.0,0.0
17.6,5.295647234167925,0.55,0.0,-4.745647234167925,0.0,0.0,0.0
17.7,5.303166383480457,0.55,0.0,-4.753166383480457,-1.0,-1.0,0.0
17.8,5.296127823125382,0.55,0.0,-4.7461278231253825,0.0,0.0,0.0
17.900000000000002,5.286646238012678,0.55,0.0,-4.736646238012678,0.0,0.0,0.0
18.0,5.28167171991969,0.55,0.0,-4.7316717199196905,-1.0,-1.0,0.0
18.1,5.287141567957971,0.55,0.0,-4.737141567957972,0.0,0.0,0.0
18.2,5.281478455956103,0.55,0.0,-4.731478455956103,0.0,0.0,0.0
18.3,5.2697884398637065,0.55,0.0,-4.719788439863707,-1.0,-1.0,0.0
18.400000000000002,5.273840711992668,0.55,0.0,-4.723840711992668,0.0,0.0,0.0
18.5,5.270920029761838,0.55,0.0,-4.720920029761838,0.0,0.0,0.0
18.6,5.279211786419599,0.55,0.0,-4.729211786419599,-1.0,-1.0,0.0
18.7,5.273573933785521,0.55,0.0,-4.723573933785521,0.0,0.0,0.0
18.8,5.254134007779562,0.55,0.0,-4.704134007779563,0.0,0.0,0.0
18.900000000000002,5.234205276477327,0.55,0.0,-4.684205276477327,-1.0,-1.0,0.0
19.0,5.245439352184441,0.55,0.0,-4.695439352184441,0.0,0.0,0.0
19.1,5.256852913439636,0.55,0.0,-4.706852913439636,0.0,0.0,0.0
19.200000000000003,5.248677979403261,0.55,0.0,-4.698677979403262,-1.0,-1.0,0.0
19.3,5.238865060525975,0.55,0.0,-4.688865060525975,0.0,0.0,0.0
19.400000000000002,5.247977039483444,0.55,0.0,-4.697977039483444,0.0,0.0,0.0
19.5,5.230959722240362,0.55,0.0,-4.680959722240362,-1.0,-1.0,0.0
19.6,5.216895535983556,0.55,0.0,-4.666895535983556,0.0,0.0,0.0
19.700000000000003,5.218897806320873,0.55,0.0,-4.6688978063208735,0.0,0.0,0.0
19.8,5.210423105606048,0.55,0.0,-4.660423105606048,-1.0,-1.0,0.0
19.900000000000002,5.206256553483663,0.55,0.0,-4.656256553483663,0.0,0.0,0.0
